first,second,condition,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
leprechaun,luprechaun,r,,leprechaun,,leprechaun,control,r,,1,e,u,luprechaun,1,10,real,block3
comfort,comfort,r,,comfort,,comfort,control,r,,2,m,w,cowfort,0,7,real,block3
salmomella,salmonella,r,,salmonella,,salmonella,control,r,,5,n,m,salmomella,3,10,real,block3
direct,direct,r,,direct,,direct,control,r,,5,t,h,direch,0,6,real,block3
hierodlyph,hierodlyph,r,,hieroglyph,,hieroglyph,control,r,,5,g,d,hierodlyph,2,10,real,block3
propagande,propagande,r,,propaganda,,propaganda,control,r,,9,a,e,propagande,2,10,real,block3
lewfully,lewfully,rss,,law,ful_ly,lawfully,target,r,,1,a,e,lewfully,2,8,real,block3
restaurant,restaurant,r,,restaurant,,restaurant,control,r,,4,a,e,resteurant,0,10,real,block3
tartness,tartness,rs,,tart,ness,tartness,target,s,0.0,0,n,m,tartmess,0,8,real,block3
translatur,translator,rs,,translat,or,translator,target,s,0.0,0,o,u,translatur,3,10,real,block3
sudpense,sudpense,r,,suspense,,suspense,control,r,,2,s,d,sudpense,2,8,real,block3
unwisely,unwisely,prs,un,wise,ly,unwisely,target,r,,1,i,u,unwusely,0,8,real,block3
disembodn,disembodn,ppr,dis_em,body,,disembody,target,r,,3,y,n,disembodn,2,9,real,block3
unicycle,unipycle,pr,uni,cycle,,unicycle,target,r,,0,c,p,unipycle,1,8,real,block3
wishfulry,wishfully,rss,,wish,ful_ly,wishfully,target,s,1.0,0,l,r,wishfulry,3,9,real,block3
unhappuer,unhappier,prs,un,happ,ier,unhappier,target,s,0.0,0,i,u,unhappuer,3,9,real,block3
profess,profets,r,,profess,,profess,control,r,,5,s,t,profets,1,7,real,block3
upholder,epholder,prs,up,hold,er,upholder,target,p,0.0,0,u,e,epholder,1,8,real,block3
surfer,surfer,rs,,surf,er,surfer,target,r,,0,s,t,turfer,0,6,real,block3
artillemy,artillery,r,,artillery,,artillery,control,r,,7,r,m,artillemy,3,9,real,block3
chawnel,channel,r,,channel,,channel,control,r,,3,n,w,chawnel,3,7,real,block3
nonstop,nonstap,pr,non,stop,,nonstop,target,r,,2,o,a,nonstap,1,7,real,block3
nemistake,remistake,ppr,re_mis,take,,remistake,target,p,0.0,0,r,n,nemistake,3,9,real,block3
guillotine,guillotine,r,,guillotine,,guillotine,control,r,,1,u,o,goillotine,0,10,real,block3
trampoline,trampoline,r,,trampoline,,trampoline,control,r,,8,n,r,trampolire,0,10,real,block3
catalog,catalog,r,,catalog,,catalog,control,r,,2,t,d,cadalog,0,7,real,block3
sprinter,sprinter,rs,,sprint,er,sprinter,target,s,0.0,1,r,m,sprintem,0,8,real,block3
upgyade,upgrade,pr,up,grade,,upgrade,target,r,,1,r,y,upgyade,3,7,real,block3
womanizor,womanizer,rss,,woman,iz_er,womanizer,target,s,1.0,0,e,o,womanizor,3,9,real,block3
uneformly,uneformly,prs,uni,form,ly,uniformly,target,p,0.0,2,i,e,uneformly,2,9,real,block3
pronoumce,pronoumce,r,,pronounce,,pronounce,control,r,,6,n,m,pronoumce,2,9,real,block3
tambourene,tambourine,r,,tambourine,,tambourine,control,r,,7,i,e,tambourene,3,10,real,block3
furably,furably,rss,,cur,abl_y,curably,target,r,,0,c,f,furably,2,7,real,block3
misuse,nisuse,pr,mis,use,,misuse,target,p,0.0,0,m,n,nisuse,1,6,real,block3
howeless,homeless,rs,,home,less,homeless,target,r,,2,m,w,howeless,3,8,real,block3
privilege,privilege,r,,privilege,,privilege,control,r,,8,e,o,privilego,0,9,real,block3
prostitute,prostitute,r,,prostitute,,prostitute,control,r,,1,r,y,pyostitute,0,10,real,block3
avalanche,avalancho,r,,avalanche,,avalanche,control,r,,8,e,o,avalancho,1,9,real,block3
versatile,versatile,r,,versatile,,versatile,control,r,,1,e,a,varsatile,0,9,real,block3
phenomenon,phemomenon,r,,phenomenon,,phenomenon,control,r,,3,n,m,phemomenon,1,10,real,block3
naturalist,naturawist,rss,,natur,al_ist,naturalist,target,s,0.0,1,l,w,naturawist,1,10,real,block3
champaign,chamhaign,r,,champaign,,champaign,control,r,,4,p,h,chamhaign,1,9,real,block3
watly,watly,rs,,wet,ly,wetly,target,r,,1,e,a,watly,2,5,real,block3
sexist,sexist,rs,,sex,ist,sexist,target,s,0.0,0,i,a,sexast,0,6,real,block3
unminpful,unmindful,prs,un,mind,ful,unmindful,target,r,,3,d,p,unminpful,3,9,real,block3
complete,complede,r,,complete,,complete,control,r,,6,t,d,complede,1,8,real,block3
fafally,fafally,rss,,fat,al_ly,fatally,target,r,,2,t,f,fafally,2,7,real,block3
concrete,concrete,r,,concrete,,concrete,control,r,,2,n,m,comcrete,0,8,real,block3
allurement,almurement,rs,,allure,ment,allurement,target,r,,2,l,m,almurement,1,10,real,block3
heroic,haroic,rs,,hero,ic,heroic,target,r,,1,e,a,haroic,1,6,real,block3
crustacean,crustacean,r,,crustacean,,crustacean,control,r,,6,c,h,crustahean,0,10,real,block3
discipline,discipline,r,,discipline,,discipline,control,r,,2,s,g,digcipline,0,10,real,block3
upstage,upstaxe,pr,up,stage,,upstage,target,r,,3,g,x,upstaxe,1,7,real,block3
curmency,currency,r,,currency,,currency,control,r,,3,r,m,curmency,3,8,real,block3
nonsemse,nonsemse,pr,non,sense,,nonsense,target,r,,2,n,m,nonsemse,2,8,real,block3
atree,agree,r,,agree,,agree,control,r,,1,g,t,atree,3,5,real,block3
chargu,charge,r,,charge,,charge,control,r,,5,e,u,chargu,3,6,real,block3
distinct,distinct,r,,distinct,,distinct,control,r,,7,t,d,distincd,0,8,real,block3
reinforce,reinfirce,ppr,re_in,force,,reinforce,target,r,,1,o,i,reinfirce,1,9,real,block3
spomtive,spomtive,rs,,sport,ive,sportive,target,r,,3,r,m,spomtive,2,8,real,block3
shyly,phyly,rs,,shy,ly,shyly,target,r,,0,s,p,phyly,1,5,real,block3
complaint,complaint,r,,complaint,,complaint,control,r,,2,m,l,colplaint,0,9,real,block3
devalui,devalue,pr,de,value,,devalue,target,r,,4,e,i,devalui,3,7,real,block3
womanize,womanize,rs,,woman,ize,womanize,target,r,,1,o,e,wemanize,0,8,real,block3
unshaven,unshaven,prs,un,shav,en,unshaven,target,r,,2,a,o,unshoven,0,8,real,block3
woefully,woefully,rss,,woe,ful_ly,woefully,target,r,,2,e,a,woafully,0,8,real,block3
cubicil,cubicil,rss,,cub,ic_al,cubical,target,s,1.0,0,a,i,cubicil,2,7,real,block3
wrice,wrice,r,,write,,write,control,r,,3,t,c,wrice,2,5,real,block3
reovercome,reovercome,ppr,re_over,come,,reovercome,target,r,,0,c,p,reoverpome,0,10,real,block3
nacuralism,nacuralism,rss,,natur,al_ism,naturalism,target,r,,2,t,c,nacuralism,2,10,real,block3
disbam,disbam,pr,dis,bar,,disbar,target,r,,2,r,m,disbam,2,6,real,block3
movably,movably,rss,,mov,abl_y,movably,target,s,0.0,2,l,y,movabyy,0,7,real,block3
mushroom,mushroim,r,,mushroom,,mushroom,control,r,,6,o,i,mushroim,1,8,real,block3
chimdanzee,chimdanzee,r,,chimpanzee,,chimpanzee,control,r,,4,p,d,chimdanzee,2,10,real,block3
threshold,thresdold,r,,threshold,,threshold,control,r,,5,h,d,thresdold,1,9,real,block3
itonic,iconic,rs,,icon,ic,iconic,target,r,,1,c,t,itonic,3,6,real,block3
achieve,achieve,r,,achieve,,achieve,control,r,,6,e,o,achievo,0,7,real,block3
friend,hriend,r,,friend,,friend,control,r,,0,f,h,hriend,1,6,real,block3
leave,leave,r,,leave,,leave,control,r,,4,e,o,leavo,0,5,real,block3
skeleton,skeleten,r,,skeleton,,skeleton,control,r,,6,o,e,skeleten,1,8,real,block3
countel,counsel,r,,counsel,,counsel,control,r,,4,s,t,countel,3,7,real,block3
accimplice,accomplice,r,,accomplice,,accomplice,control,r,,3,o,i,accimplice,3,10,real,block3
woodenness,woodennets,rss,,wood,en_ness,woodenness,target,s,1.0,2,s,t,woodennets,1,10,real,block3
prosect,protect,r,,protect,,protect,control,r,,3,t,s,prosect,3,7,real,block3
unreal,unweal,pr,un,real,,unreal,target,r,,0,r,w,unweal,1,6,real,block3
iccount,account,r,,account,,account,control,r,,0,a,i,iccount,3,7,real,block3
boulevard,boulevard,r,,boulevard,,boulevard,control,r,,3,l,m,boumevard,0,9,real,block3
problem,problem,r,,problem,,problem,control,r,,6,m,r,probler,0,7,real,block3
imvalidate,imvalidate,prs,in,valid,ate,invalidate,target,p,0.0,1,n,m,imvalidate,2,10,real,block3
ramain,remain,r,,remain,,remain,control,r,,1,e,a,ramain,3,6,real,block3
architect,architect,r,,architect,,architect,control,r,,3,h,t,arctitect,0,9,real,block3
perform,perform,r,,perform,,perform,control,r,,2,r,m,pemform,0,7,real,block3
struggle,struggle,r,,struggle,,struggle,control,r,,6,l,r,struggre,0,8,real,block3
enphasis,emphasis,r,,emphasis,,emphasis,control,r,,1,m,n,enphasis,3,8,real,block3
weerdly,weirdly,rs,,weird,ly,weirdly,target,r,,2,i,e,weerdly,3,7,real,block3
nautcila,nautcila,rss,,naut,ci_la,nautcila,control,s,1.0,1,a,u,nautcilu,0,8,pseudo,block4
nurdcilayl,nurdcalayl,rsss,,nurd,ci_la_yl,nurdcilayl,control,s,0.0,1,i,a,nurdcalayl,1,10,pseudo,block4
overtaun,oveltaun,pr,over,taun,,overtaun,target,p,0.0,3,r,l,oveltaun,1,8,pseudo,block4
keir,keir,r,,keir,,keir,target,r,,0,k,g,geir,0,4,pseudo,block4
nebically,nebically,rsss,,neg,ic_al_ly,negically,target,r,,2,g,b,nebically,2,9,pseudo,block4
nutrigulf,nutrihulf,prs,nu,trig,ulf,nutrigulf,control,r,,3,g,h,nutrihulf,1,9,pseudo,block4
rieketa,rieketa,rs,,riek,eta,rieketa,control,r,,1,i,a,raeketa,0,7,pseudo,block4
undrunipal,undrunipal,prss,un,drun,ic_al,undrunical,target,s,0.0,1,c,p,undrunipal,2,10,pseudo,block4
nutikonila,nutekonila,prss,nu,tek,oni_la,nutekonila,control,r,,1,e,i,nutikonila,3,10,pseudo,block4
coltlasim,colglasim,rss,,colg,la_sim,colglasim,control,r,,3,g,t,coltlasim,3,9,pseudo,block4
unitaun,unitaun,pr,uni,taun,,unitaun,target,r,,0,t,s,unisaun,0,7,pseudo,block4
negate,negete,rs,,neg,ate,negate,target,s,0.0,0,a,e,negete,1,6,pseudo,block4
ingras,ingrat,pr,in,gras,,ingras,target,r,,3,s,t,ingrat,1,6,pseudo,block4
nuwerklayl,nuwarklayl,prss,nu,werk,la_yl,nuwerklayl,control,r,,1,e,a,nuwarklayl,1,10,pseudo,block4
disfelsful,diskelsful,prs,dis,kels,ful,diskelsful,target,r,,0,k,f,disfelsful,3,10,pseudo,block4
cunacally,cunically,rsss,,cun,ic_al_ly,cunically,target,s,0.0,0,i,a,cunacally,3,9,pseudo,block4
unkoopical,ulkoopical,prss,un,koop,ic_al,unkoopical,target,p,0.0,1,n,l,ulkoopical,1,10,pseudo,block4
cunalistic,cunalisfic,rsss,,cun,al_ist_ic,cunalistic,target,s,1.0,2,t,f,cunalisfic,1,10,pseudo,block4
nautnemtla,nautnemtla,rss,,naut,nemt_la,nautnemtla,control,r,,0,n,r,rautnemtla,0,10,pseudo,block4
miscunment,miscunmint,prs,mis,cun,ment,miscunment,target,s,0.0,1,e,i,miscunmint,1,10,pseudo,block4
regirt,regirt,pr,re,girt,,regirt,target,p,0.0,1,e,o,rogirt,0,6,pseudo,block4
feegnemt,feegnemt,rs,,feeg,nemt,feegnemt,control,s,0.0,2,m,r,feegnert,0,8,pseudo,block4
beakically,beakically,rsss,,teak,ic_al_ly,teakically,target,r,,0,t,b,beakically,2,10,pseudo,block4
neriek,neriek,pr,ne,riek,,neriek,control,r,,3,k,t,neriet,0,6,pseudo,block4
truncila,tmuncila,rss,,trun,ci_la,truncila,control,r,,1,r,m,tmuncila,1,8,pseudo,block4
not,noc,r,,noc,,noc,control,r,,2,c,t,not,3,3,pseudo,block4
keamion,keamion,rs,,keam,ion,keamion,target,s,0.0,1,o,a,keamian,0,7,pseudo,block4
ersimsurg,ersimsarg,ppr,er_sim,sarg,,ersimsarg,control,r,,1,a,u,ersimsurg,3,9,pseudo,block4
febmental,febmental,rss,,fob,ment_al,fobmental,target,r,,1,o,e,febmental,2,9,pseudo,block4
sargenca,cargenca,rs,,sarg,enca,sargenca,control,r,,0,s,c,cargenca,1,8,pseudo,block4
unkeirally,unkeirally,prss,un,keir,al_ly,unkeirally,target,r,,2,i,a,unkearally,0,10,pseudo,block4
rem,lem,r,,rem,,rem,control,r,,0,r,l,lem,1,3,pseudo,block4
erotukeaf,erotukeaf,ppr,er_otu,keat,,erotukeat,control,r,,3,t,f,erotukeaf,2,9,pseudo,block4
pmosoomion,pmosoomion,prs,pro,soom,ion,prosoomion,target,p,0.0,1,r,m,pmosoomion,2,10,pseudo,block4
emotuwerk,emotuwerk,ppr,er_otu,werk,,erotuwerk,control,p,0.0,1,r,m,emotuwerk,2,9,pseudo,block4
tec,teh,r,,tec,,tec,control,r,,2,c,h,teh,1,3,pseudo,block4
reoutcont,reoutcont,ppr,re_out,cont,,reoutcont,target,r,,2,n,m,reoutcomt,0,9,pseudo,block4
loutenca,loukenca,rs,,louk,enca,loukenca,control,r,,3,k,t,loutenca,3,8,pseudo,block4
taunant,taunant,rs,,taun,ant,taunant,target,s,0.0,1,n,r,taunart,0,7,pseudo,block4
reinfob,reonfob,ppr,re_in,fob,,reinfob,target,p,1.0,0,i,o,reonfob,1,7,pseudo,block4
soomically,soomicallw,rsss,,soom,ic_al_ly,soomically,target,s,2.0,1,y,w,soomicallw,1,10,pseudo,block4
tetcilayl,tetcilayl,rsss,,tec,ci_la_yl,teccilayl,control,r,,2,c,t,tetcilayl,2,9,pseudo,block4
clat,clat,r,,clat,,clat,target,r,,0,c,s,slat,0,4,pseudo,block4
pioklayit,pioklayit,rss,,pook,la_yit,pooklayit,control,r,,1,o,i,pioklayit,2,9,pseudo,block4
remeral,remeral,prs,re,mer,al,remeral,target,r,,1,e,o,remoral,0,7,pseudo,block4
ketness,ketness,rs,,ket,ness,ketness,target,r,,1,e,i,kitness,0,7,pseudo,block4
mas,mas,r,,maf,,maf,control,r,,2,f,s,mas,2,3,pseudo,block4
louktin,louktan,rs,,louk,tan,louktan,control,s,0.0,1,a,i,louktin,3,7,pseudo,block4
ernicolg,elnicolg,ppr,er_ni,colg,,ernicolg,control,p,0.0,1,r,l,elnicolg,1,8,pseudo,block4
orpnurdoni,orpnurdoni,prs,orp,nurd,oni,orpnurdoni,control,r,,1,u,e,orpnerdoni,0,10,pseudo,block4
uncesical,uncetical,prss,un,cet,ic_al,uncetical,target,r,,2,t,s,uncesical,3,9,pseudo,block4
fradcirayl,fradcilayl,rsss,,frad,ci_la_yl,fradcilayl,control,s,1.0,0,l,r,fradcirayl,3,10,pseudo,block4
pmedisnurt,predisnurt,ppr,pre_dis,nurt,,predisnurt,target,p,0.0,1,r,m,pmedisnurt,3,10,pseudo,block4
pnemisteak,pnemisteak,ppr,pre_mis,teak,,premisteak,target,p,0.0,1,r,n,pnemisteak,2,10,pseudo,block4
ris,ris,r,,wis,,wis,target,r,,0,w,r,ris,2,3,pseudo,block4
simpook,sirpook,pr,sim,pook,,simpook,control,p,0.0,2,m,r,sirpook,1,7,pseudo,block4
divkoop,diskoop,pr,dis,koop,,diskoop,target,p,0.0,2,s,v,divkoop,3,7,pseudo,block4
bofcilayl,bofciyayl,rsss,,bof,ci_la_yl,bofcilayl,control,s,1.0,0,l,y,bofciyayl,1,9,pseudo,block4
mer,rer,r,,mer,,mer,target,r,,0,m,r,rer,1,3,pseudo,block4
miskeir,mifkeir,pr,mis,keir,,miskeir,target,p,0.0,2,s,f,mifkeir,1,7,pseudo,block4
sidtalculf,sidtalculf,prs,sid,talc,ulf,sidtalculf,control,s,0.0,0,u,a,sidtalcalf,0,10,pseudo,block4
negally,negally,rss,,neg,al_ly,negally,target,r,,0,n,w,wegally,0,7,pseudo,block4
drunly,drunly,rs,,drun,ly,drunly,target,s,0.0,1,y,m,drunlm,0,6,pseudo,block4
colgouityl,colgouityl,rss,,colg,ouis_yl,colgouisyl,control,s,0.0,3,s,t,colgouityl,2,10,pseudo,block4
miskrunour,miskrunour,prs,mis,drun,our,misdrunour,target,r,,0,d,k,miskrunour,2,10,pseudo,block4
talc,tamc,r,,talc,,talc,control,r,,2,l,m,tamc,1,4,pseudo,block4
bamaflayl,camaflayl,prss,ba,maf,la_yl,bamaflayl,control,p,0.0,0,b,c,camaflayl,1,9,pseudo,block4
conness,conness,rs,,con,ness,conness,target,s,0.0,1,e,a,connass,0,7,pseudo,block4
remlasim,remlasim,rss,,rem,la_sim,remlasim,control,s,0.0,1,a,i,remlisim,0,8,pseudo,block4
remipteak,remipteak,ppr,re_mis,teak,,remisteak,target,p,1.0,2,s,p,remipteak,2,9,pseudo,block4
inumeak,inumeak,pr,inu,meak,,inumeak,control,r,,2,a,o,inumeok,0,7,pseudo,block4
muloukcila,nuloukcila,prss,nu,louk,ci_la,nuloukcila,control,p,0.0,0,n,m,muloukcila,3,10,pseudo,block4
clatality,clacality,rss,,clat,al_ity,clatality,target,r,,3,t,c,clacality,1,9,pseudo,block4
koopically,koopically,rsss,,koop,ic_al_ly,koopically,target,r,,0,k,v,voopically,0,10,pseudo,block4
meaknelt,meaknemt,rs,,meak,nemt,meaknemt,control,s,0.0,2,m,l,meaknelt,3,8,pseudo,block4
abfamally,abfamally,prss,ab,fam,al_ly,abfamally,target,r,,1,a,e,abfemally,0,9,pseudo,block4
nocciwayl,nocciwayl,rsss,,noc,ci_la_yl,noccilayl,control,s,1.0,0,l,w,nocciwayl,2,9,pseudo,block4
sidtek,sidtek,pr,sid,tek,,sidtek,control,p,0.0,0,s,v,vidtek,0,6,pseudo,block4
ersidnaut,ersidnaug,ppr,er_sid,naut,,ersidnaut,control,r,,3,t,g,ersidnaug,1,9,pseudo,block4
abglocarly,abglocally,prss,ab,gloc,al_ly,abglocally,target,s,0.0,1,l,r,abglocarly,3,10,pseudo,block4
sidwerk,sidwerk,pr,sid,werk,,sidwerk,control,p,0.0,0,s,v,vidwerk,0,7,pseudo,block4
nuccilayl,nuccilayl,rsss,,nuc,ci_la_yl,nuccilayl,control,s,1.0,1,a,o,nucciloyl,0,9,pseudo,block4
reetcilayl,reetcilayl,rsss,,reet,ci_la_yl,reetcilayl,control,r,,1,e,a,raetcilayl,0,10,pseudo,block4
erotupoof,erotupoof,ppr,er_otu,pook,,erotupook,control,r,,3,k,f,erotupoof,2,9,pseudo,block4
hun,cun,r,,cun,,cun,target,r,,0,c,h,hun,3,3,pseudo,block4
fobfil,fobfil,rs,,fob,ful,fobful,target,s,0.0,1,u,i,fobfil,2,6,pseudo,block4
repsitkeat,repsitkeat,ppr,rep_sid,keat,,repsidkeat,control,p,1.0,2,d,t,repsitkeat,2,10,pseudo,block4
boflabitci,boflasitci,rsss,,bof,la_sit_ci,boflasitci,control,s,1.0,0,s,b,boflabitci,3,10,pseudo,block4
unmerfil,unmerful,prs,un,mer,ful,unmerful,target,s,0.0,1,u,i,unmerfil,3,8,pseudo,block4
mafcilayl,mafciyayl,rsss,,maf,ci_la_yl,mafcilayl,control,s,1.0,0,l,y,mafciyayl,1,9,pseudo,block4
regmas,regmas,pr,re,gras,,regras,target,r,,1,r,m,regmas,2,6,pseudo,block4
fomment,qomment,rs,,fom,ment,fomment,target,r,,0,f,q,qomment,1,7,pseudo,block4
nirtate,nirtate,rs,,nurt,ate,nurtate,target,r,,1,u,i,nirtate,2,7,pseudo,block4
louk,mouk,r,,louk,,louk,control,r,,0,l,m,mouk,1,4,pseudo,block4
werkelba,werkelba,rs,,werk,elba,werkelba,control,s,0.0,0,e,i,werkilba,0,8,pseudo,block4
nunuccila,runuccila,prss,nu,nuc,ci_la,nunuccila,control,p,0.0,0,n,r,runuccila,1,9,pseudo,block4
umfomional,unfomional,prss,un,fom,ion_al,unfomional,target,p,0.0,1,n,m,umfomional,3,10,pseudo,block4
wien,lien,r,,lien,,lien,target,r,,0,l,w,wien,3,4,pseudo,block4
inteeraple,inteeraple,prs,in,teer,able,inteerable,target,s,0.0,1,b,p,inteeraple,2,10,pseudo,block4
krewional,krewional,rss,,krew,ion_al,krewional,target,r,,2,e,u,kruwional,0,9,pseudo,block4
ernurd,emnurd,pr,er,nurd,,ernurd,control,p,0.0,1,r,m,emnurd,1,6,pseudo,block4
keamically,keemically,rsss,,keam,ic_al_ly,keamically,target,r,,2,a,e,keemically,1,10,pseudo,block4
drenmental,drenmental,rss,,drun,ment_al,drunmental,target,r,,2,u,e,drenmental,2,10,pseudo,block4
glociously,glociously,rss,,gloc,ious_ly,glociously,target,r,,3,c,d,glodiously,0,10,pseudo,block4
suskeat,buskeat,pr,bus,keat,,buskeat,control,p,0.0,0,b,s,suskeat,3,7,pseudo,block4
apnegally,apnegally,prss,ab,neg,al_ly,abnegally,target,p,0.0,1,b,p,apnegally,2,9,pseudo,block4
keamalism,keamalisr,rss,,keam,al_ism,keamalism,target,s,1.0,2,m,r,keamalisr,1,9,pseudo,block4
erneilla,erneilla,prs,er,neil,la,erneilla,control,s,0.0,0,l,w,erneilwa,0,8,pseudo,block4
sooy,soom,r,,soom,,soom,target,r,,3,m,y,sooy,3,4,pseudo,block4
unteakical,unteakical,prss,un,teak,ic_al,unteakical,target,s,1.0,0,a,e,unteakicel,0,10,pseudo,block4
telclayl,telclayl,rss,,talc,la_yl,talclayl,control,r,,1,a,e,telclayl,2,8,pseudo,block4
anketness,anketness,prs,un,ket,ness,unketness,target,p,0.0,0,u,a,anketness,2,9,pseudo,block4
ergernemt,ergennemt,prs,er,gen,nemt,ergennemt,control,r,,2,n,r,ergernemt,3,9,pseudo,block4
teerence,teerence,rs,,teer,ance,teerance,target,s,0.0,0,a,e,teerence,2,8,pseudo,block4
ten,gen,r,,gen,,gen,control,r,,0,g,t,ten,3,3,pseudo,block4
rentitrig,rentisrig,pr,renti,trig,,rentitrig,control,r,,0,t,s,rentisrig,1,9,pseudo,block4
geefically,geefocally,rsss,,geef,ic_al_ly,geefically,target,s,0.0,0,i,o,geefocally,1,10,pseudo,block4
revatonc,revatonc,pr,revo,tonc,,revotonc,control,p,0.0,3,o,a,revatonc,2,8,pseudo,block4
unkrewal,unkrewal,prs,un,krew,al,unkrewal,target,r,,3,w,y,unkreyal,0,8,pseudo,block4
rufeeglayl,rufeeglayl,prss,nu,feeg,la_yl,nufeeglayl,control,p,0.0,0,n,r,rufeeglayl,2,10,pseudo,block4
